Company,Year,Ebitda
Pitney Bowes Inc. (NYSE:PBI),2016,673.3
Pitney Bowes Inc. (NYSE:PBI),2017,487.2
Pitney Bowes Inc. (NYSE:PBI),2018,485.8
Pitney Bowes Inc. (NYSE:PBI),2019,390.7
Pitney Bowes Inc. (NYSE:PBI),2020,310
Pitney Bowes Inc. (NYSE:PBI),2021,312.9
Pitney Bowes Inc. (NYSE:PBI),2022,290.8
Pitney Bowes Inc. (NYSE:PBI),2023,182.6857142857231
Pitney Bowes Inc. (NYSE:PBI),2024,351.7
Pitney Bowes Inc. (NYSE:PBI),2025,63.26428571429901
Pitney Bowes Inc. (NYSE:PBI),2026,3.553571428586963
Pitney Bowes Inc. (NYSE:PBI),2027,-56.15714285712508
"Rockwell Automation, Inc. (NYSE:ROK)",2016,1188.6
"Rockwell Automation, Inc. (NYSE:ROK)",2017,6721.7
"Rockwell Automation, Inc. (NYSE:ROK)",2018,1467.9
"Rockwell Automation, Inc. (NYSE:ROK)",2019,1455.6
"Rockwell Automation, Inc. (NYSE:ROK)",2020,1217.4
"Rockwell Automation, Inc. (NYSE:ROK)",2021,1386.8
"Rockwell Automation, Inc. (NYSE:ROK)",2022,1610.6
"Rockwell Automation, Inc. (NYSE:ROK)",2023,2019.87
"Rockwell Automation, Inc. (NYSE:ROK)",2024,2178.04
"Rockwell Automation, Inc. (NYSE:ROK)",2025,2320.31
"Rockwell Automation, Inc. (NYSE:ROK)",2026,2667
"Rockwell Automation, Inc. (NYSE:ROK)",2027,2649
Schlumberger Limited (NYSE:SLB),2016,6379
Schlumberger Limited (NYSE:SLB),2017,6760
Schlumberger Limited (NYSE:SLB),2018,6747
Schlumberger Limited (NYSE:SLB),2019,5563
Schlumberger Limited (NYSE:SLB),2020,3652
Schlumberger Limited (NYSE:SLB),2021,4469
Schlumberger Limited (NYSE:SLB),2022,5820
Schlumberger Limited (NYSE:SLB),2023,8023.76
Schlumberger Limited (NYSE:SLB),2024,9310.36
Schlumberger Limited (NYSE:SLB),2025,3622.7142857145463
Schlumberger Limited (NYSE:SLB),2026,10786.33
Schlumberger Limited (NYSE:SLB),2027,12308
"Stanley Black & Decker, Inc. (NYSE:SWK)",2016,1878.7
"Stanley Black & Decker, Inc. (NYSE:SWK)",2017,2020.6
"Stanley Black & Decker, Inc. (NYSE:SWK)",2018,2198.5
"Stanley Black & Decker, Inc. (NYSE:SWK)",2019,2120.9
"Stanley Black & Decker, Inc. (NYSE:SWK)",2020,2601.6
"Stanley Black & Decker, Inc. (NYSE:SWK)",2021,2452.1
"Stanley Black & Decker, Inc. (NYSE:SWK)",2022,1518.7
"Stanley Black & Decker, Inc. (NYSE:SWK)",2023,16884.51
"Stanley Black & Decker, Inc. (NYSE:SWK)",2024,1935.43
"Stanley Black & Decker, Inc. (NYSE:SWK)",2025,2275.81
"Stanley Black & Decker, Inc. (NYSE:SWK)",2026,2235
"Stanley Black & Decker, Inc. (NYSE:SWK)",2027,2166.18571428583
Coherent Corp. (NYSE:COHR),2016,169.8
Coherent Corp. (NYSE:COHR),2017,201.5
Coherent Corp. (NYSE:COHR),2018,242.1
Coherent Corp. (NYSE:COHR),2019,275.3
Coherent Corp. (NYSE:COHR),2020,562.8
Coherent Corp. (NYSE:COHR),2021,651.4
Coherent Corp. (NYSE:COHR),2022,965
Coherent Corp. (NYSE:COHR),2023,1237.07
Coherent Corp. (NYSE:COHR),2024,1004.06
Coherent Corp. (NYSE:COHR),2025,1289.42
Coherent Corp. (NYSE:COHR),2026,1527.72
Coherent Corp. (NYSE:COHR),2027,1468.5857142856394
Unisys Corporation (NYSE:UIS),2016,168.6
Unisys Corporation (NYSE:UIS),2017,179.3
Unisys Corporation (NYSE:UIS),2018,2222.8
Unisys Corporation (NYSE:UIS),2019,108.6
Unisys Corporation (NYSE:UIS),2020,-56
Unisys Corporation (NYSE:UIS),2021,-338.4
Unisys Corporation (NYSE:UIS),2022,121.7
Unisys Corporation (NYSE:UIS),2023,209
Unisys Corporation (NYSE:UIS),2024,237.17
Unisys Corporation (NYSE:UIS),2025,-396.5357142855684
Unisys Corporation (NYSE:UIS),2026,-519.9249999998351
Unisys Corporation (NYSE:UIS),2027,-643.3142857141017
Western Digital Corporation (NasdaqGS:WDC),2016,2870
Western Digital Corporation (NasdaqGS:WDC),2017,5430
Western Digital Corporation (NasdaqGS:WDC),2018,4740
Western Digital Corporation (NasdaqGS:WDC),2019,897
Western Digital Corporation (NasdaqGS:WDC),2020,2215
Western Digital Corporation (NasdaqGS:WDC),2021,3389
Western Digital Corporation (NasdaqGS:WDC),2022,12223.7
Western Digital Corporation (NasdaqGS:WDC),2023,386.31
Western Digital Corporation (NasdaqGS:WDC),2024,24.46
Western Digital Corporation (NasdaqGS:WDC),2025,4056.95
Western Digital Corporation (NasdaqGS:WDC),2026,3048.68
Western Digital Corporation (NasdaqGS:WDC),2027,10667.557142857062
Whirlpool Corporation (NYSE:WHR),2016,2182
Whirlpool Corporation (NYSE:WHR),2017,2042
Whirlpool Corporation (NYSE:WHR),2018,1906
Whirlpool Corporation (NYSE:WHR),2019,1882
Whirlpool Corporation (NYSE:WHR),2020,2454
Whirlpool Corporation (NYSE:WHR),2021,2822
Whirlpool Corporation (NYSE:WHR),2022,18634.1
Whirlpool Corporation (NYSE:WHR),2023,19491.69
Whirlpool Corporation (NYSE:WHR),2024,1791.01
Whirlpool Corporation (NYSE:WHR),2025,1932.11
Whirlpool Corporation (NYSE:WHR),2026,1838
Whirlpool Corporation (NYSE:WHR),2027,19264.385714284297
Boston Scientific Corporation (NYSE:BSX),2016,2206
Boston Scientific Corporation (NYSE:BSX),2017,2443
Boston Scientific Corporation (NYSE:BSX),2018,2618
Boston Scientific Corporation (NYSE:BSX),2019,9913
Boston Scientific Corporation (NYSE:BSX),2020,2075
Boston Scientific Corporation (NYSE:BSX),2021,2917
Boston Scientific Corporation (NYSE:BSX),2022,3169
Boston Scientific Corporation (NYSE:BSX),2023,4065.09
Boston Scientific Corporation (NYSE:BSX),2024,3190.11
Boston Scientific Corporation (NYSE:BSX),2025,4974.09
Boston Scientific Corporation (NYSE:BSX),2026,5270.25
Boston Scientific Corporation (NYSE:BSX),2027,5894.67
Panasonic Holdings Corporation (TSE:6752),2016,4244.4
Panasonic Holdings Corporation (TSE:6752),2017,4251.8
Panasonic Holdings Corporation (TSE:6752),2018,4069.5
Panasonic Holdings Corporation (TSE:6752),2019,4204.8
Panasonic Holdings Corporation (TSE:6752),2020,3091.6
Panasonic Holdings Corporation (TSE:6752),2021,4213.5
Panasonic Holdings Corporation (TSE:6752),2022,3725.3
Panasonic Holdings Corporation (TSE:6752),2023,4444.63
Panasonic Holdings Corporation (TSE:6752),2024,5580.06
Panasonic Holdings Corporation (TSE:6752),2025,6167.94
Panasonic Holdings Corporation (TSE:6752),2026,6756.39
Panasonic Holdings Corporation (TSE:6752),2027,6568.43
Ingersoll Rand Inc. (NYSE:IR),2016,333.4
Ingersoll Rand Inc. (NYSE:IR),2017,303.3
Ingersoll Rand Inc. (NYSE:IR),2018,630.1
Ingersoll Rand Inc. (NYSE:IR),2019,406.8
Ingersoll Rand Inc. (NYSE:IR),2020,5152.4
Ingersoll Rand Inc. (NYSE:IR),2021,1044.5
Ingersoll Rand Inc. (NYSE:IR),2022,1312.2
Ingersoll Rand Inc. (NYSE:IR),2023,7566.98
Ingersoll Rand Inc. (NYSE:IR),2024,1857.03
Ingersoll Rand Inc. (NYSE:IR),2025,2018.94
Ingersoll Rand Inc. (NYSE:IR),2026,2252.25
Ingersoll Rand Inc. (NYSE:IR),2027,2401.4
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2016,1162.9
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2017,7442
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2018,1798
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2019,3007
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2020,3109
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2021,3855
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2022,3665
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2023,4267.88
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2024,4493.35
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2025,4716.93
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2026,3844.953571428944
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2027,3903.64285714327
National Instruments Corporation,2016,174.1
National Instruments Corporation,2017,213.5
National Instruments Corporation,2018,1353.2
National Instruments Corporation,2019,213.3
National Instruments Corporation,2020,172.1
National Instruments Corporation,2021,244.7
National Instruments Corporation,2022,291
National Instruments Corporation,2023,270.55714285717056
National Instruments Corporation,2024,243.12857142860685
National Instruments Corporation,2025,215.70000000004313
National Instruments Corporation,2026,188.27142857147942
National Instruments Corporation,2027,160.8428571429157
"Autoliv, Inc. (NYSE:ALV)",2016,1127.3
"Autoliv, Inc. (NYSE:ALV)",2017,1180.1
"Autoliv, Inc. (NYSE:ALV)",2018,1246.3
"Autoliv, Inc. (NYSE:ALV)",2019,1121
"Autoliv, Inc. (NYSE:ALV)",2020,839
"Autoliv, Inc. (NYSE:ALV)",2021,1074
"Autoliv, Inc. (NYSE:ALV)",2022,935
"Autoliv, Inc. (NYSE:ALV)",2023,1288.2
"Autoliv, Inc. (NYSE:ALV)",2024,1617.15
"Autoliv, Inc. (NYSE:ALV)",2025,1825.13
"Autoliv, Inc. (NYSE:ALV)",2026,2133
"Autoliv, Inc. (NYSE:ALV)",2027,2010
The Boeing Company (NYSE:BA),2016,8877
The Boeing Company (NYSE:BA),2017,12160
The Boeing Company (NYSE:BA),2018,13957
The Boeing Company (NYSE:BA),2019,169
The Boeing Company (NYSE:BA),2020,-6239
The Boeing Company (NYSE:BA),2021,1639
The Boeing Company (NYSE:BA),2022,1134
The Boeing Company (NYSE:BA),2023,1116.23
The Boeing Company (NYSE:BA),2024,7230.91
The Boeing Company (NYSE:BA),2025,10527.79
The Boeing Company (NYSE:BA),2026,13229.21
The Boeing Company (NYSE:BA),2027,14886.23
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2016,3223.6
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2017,3185.4
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2018,3086.1
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2019,3328
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2020,3459.5
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2021,2855.1
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2022,2639.7
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2023,3268.36
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2024,3699.7
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2025,4075.03
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2026,4199.34
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2027,4273.98
Logitech International S.A. (SWX:LOGN),2016,232.9
Logitech International S.A. (SWX:LOGN),2017,273.1
Logitech International S.A. (SWX:LOGN),2018,336.5
Logitech International S.A. (SWX:LOGN),2019,361
Logitech International S.A. (SWX:LOGN),2020,994.1
Logitech International S.A. (SWX:LOGN),2021,1058.5
Logitech International S.A. (SWX:LOGN),2022,675.4
Logitech International S.A. (SWX:LOGN),2023,667.01
Logitech International S.A. (SWX:LOGN),2024,618.29
Logitech International S.A. (SWX:LOGN),2025,732.8
Logitech International S.A. (SWX:LOGN),2026,817.37
Logitech International S.A. (SWX:LOGN),2027,761
ASML Holding N.V. (ENXTAM:ASML),2016,2241.7
ASML Holding N.V. (ENXTAM:ASML),2017,3027.5
ASML Holding N.V. (ENXTAM:ASML),2018,3590.9
ASML Holding N.V. (ENXTAM:ASML),2019,14831.3
ASML Holding N.V. (ENXTAM:ASML),2020,4802.9
ASML Holding N.V. (ENXTAM:ASML),2021,7328.2
ASML Holding N.V. (ENXTAM:ASML),2022,7424.5
ASML Holding N.V. (ENXTAM:ASML),2023,10132.18
ASML Holding N.V. (ENXTAM:ASML),2024,10313.6
ASML Holding N.V. (ENXTAM:ASML),2025,14127.01
ASML Holding N.V. (ENXTAM:ASML),2026,17311.87
ASML Holding N.V. (ENXTAM:ASML),2027,19784.03
Zebra Technologies Corporation (NasdaqGS:ZBRA),2016,590
Zebra Technologies Corporation (NasdaqGS:ZBRA),2017,651
Zebra Technologies Corporation (NasdaqGS:ZBRA),2018,817
Zebra Technologies Corporation (NasdaqGS:ZBRA),2019,899
Zebra Technologies Corporation (NasdaqGS:ZBRA),2020,831
Zebra Technologies Corporation (NasdaqGS:ZBRA),2021,1198
Zebra Technologies Corporation (NasdaqGS:ZBRA),2022,1140
Zebra Technologies Corporation (NasdaqGS:ZBRA),2023,1269.1428571428828
Zebra Technologies Corporation (NasdaqGS:ZBRA),2024,916.76
Zebra Technologies Corporation (NasdaqGS:ZBRA),2025,1171.03
Zebra Technologies Corporation (NasdaqGS:ZBRA),2026,1360
Zebra Technologies Corporation (NasdaqGS:ZBRA),2027,1493
Siemens Aktiengesellschaft (XTRA:SIE),2016,10859.4
Siemens Aktiengesellschaft (XTRA:SIE),2017,10332.1
Siemens Aktiengesellschaft (XTRA:SIE),2018,9366.6
Siemens Aktiengesellschaft (XTRA:SIE),2019,8411.7
Siemens Aktiengesellschaft (XTRA:SIE),2020,7560.7
Siemens Aktiengesellschaft (XTRA:SIE),2021,9441.9
Siemens Aktiengesellschaft (XTRA:SIE),2022,10866.8
Siemens Aktiengesellschaft (XTRA:SIE),2023,14472.07
Siemens Aktiengesellschaft (XTRA:SIE),2024,15403.61
Siemens Aktiengesellschaft (XTRA:SIE),2025,16610.08
Siemens Aktiengesellschaft (XTRA:SIE),2026,17123.51
Siemens Aktiengesellschaft (XTRA:SIE),2027,17272.59
Fujitsu Limited (TSE:6702),2016,2521.1
Fujitsu Limited (TSE:6702),2017,1920.8
Fujitsu Limited (TSE:6702),2018,2494.6
Fujitsu Limited (TSE:6702),2019,3191.7
Fujitsu Limited (TSE:6702),2020,3008.1
Fujitsu Limited (TSE:6702),2021,2599
Fujitsu Limited (TSE:6702),2022,3143.6
Fujitsu Limited (TSE:6702),2023,3601.51
Fujitsu Limited (TSE:6702),2024,2898.43
Fujitsu Limited (TSE:6702),2025,3484.89
Fujitsu Limited (TSE:6702),2026,3840.24
Fujitsu Limited (TSE:6702),2027,3675.24
BlackBerry Limited (TSX:BB),2016,137
BlackBerry Limited (TSX:BB),2017,242
BlackBerry Limited (TSX:BB),2018,65
BlackBerry Limited (TSX:BB),2019,60
BlackBerry Limited (TSX:BB),2020,112
BlackBerry Limited (TSX:BB),2021,-83
BlackBerry Limited (TSX:BB),2022,886.5
BlackBerry Limited (TSX:BB),2023,-77.52
BlackBerry Limited (TSX:BB),2024,32.99
BlackBerry Limited (TSX:BB),2025,879.8
BlackBerry Limited (TSX:BB),2026,130.32
BlackBerry Limited (TSX:BB),2027,208.92
Rolls-Royce Holdings plc (LSE:RR.),2016,1128
Rolls-Royce Holdings plc (LSE:RR.),2017,1197.2
Rolls-Royce Holdings plc (LSE:RR.),2018,-605.9
Rolls-Royce Holdings plc (LSE:RR.),2019,-417.7
Rolls-Royce Holdings plc (LSE:RR.),2020,269.6
Rolls-Royce Holdings plc (LSE:RR.),2021,1209.4
Rolls-Royce Holdings plc (LSE:RR.),2022,19063.8
Rolls-Royce Holdings plc (LSE:RR.),2023,2701.21
Rolls-Royce Holdings plc (LSE:RR.),2024,2958.75
Rolls-Royce Holdings plc (LSE:RR.),2025,3277.57
Rolls-Royce Holdings plc (LSE:RR.),2026,3829.26
Rolls-Royce Holdings plc (LSE:RR.),2027,4050.05
"Ricoh Company, Ltd. (TSE:7752)",2016,889.7
"Ricoh Company, Ltd. (TSE:7752)",2017,1108.7
"Ricoh Company, Ltd. (TSE:7752)",2018,993.5
"Ricoh Company, Ltd. (TSE:7752)",2019,1151.8
"Ricoh Company, Ltd. (TSE:7752)",2020,571.2
"Ricoh Company, Ltd. (TSE:7752)",2021,679.5
"Ricoh Company, Ltd. (TSE:7752)",2022,873.4
"Ricoh Company, Ltd. (TSE:7752)",2023,1153.16
"Ricoh Company, Ltd. (TSE:7752)",2024,1190.75
"Ricoh Company, Ltd. (TSE:7752)",2025,1260.56
"Ricoh Company, Ltd. (TSE:7752)",2026,1297.01
"Ricoh Company, Ltd. (TSE:7752)",2027,515.5142857143719
Vtech Holdings Limited (SEHK:303),2016,220.7
Vtech Holdings Limited (SEHK:303),2017,267.8
Vtech Holdings Limited (SEHK:303),2018,233.9
Vtech Holdings Limited (SEHK:303),2019,255.4
Vtech Holdings Limited (SEHK:303),2020,282.1
Vtech Holdings Limited (SEHK:303),2021,249.7
Vtech Holdings Limited (SEHK:303),2022,232.7
Vtech Holdings Limited (SEHK:303),2023,221.79
Vtech Holdings Limited (SEHK:303),2024,237.2
Vtech Holdings Limited (SEHK:303),2025,252.72
Vtech Holdings Limited (SEHK:303),2026,260.90000000002436
Vtech Holdings Limited (SEHK:303),2027,262.6142857143105
Lenovo Group Limited (SEHK:992),2016,49966
Lenovo Group Limited (SEHK:992),2017,723.3
Lenovo Group Limited (SEHK:992),2018,2025.3
Lenovo Group Limited (SEHK:992),2019,2116.2
Lenovo Group Limited (SEHK:992),2020,2611.3
Lenovo Group Limited (SEHK:992),2021,4128.3
Lenovo Group Limited (SEHK:992),2022,3825.2
Lenovo Group Limited (SEHK:992),2023,3885.3
Lenovo Group Limited (SEHK:992),2024,3259.47
Lenovo Group Limited (SEHK:992),2025,3955.63
Lenovo Group Limited (SEHK:992),2026,-23414.37142857513
Lenovo Group Limited (SEHK:992),2027,4300
Continental Aktiengesellschaft (XTRA:CON),2016,6478
Continental Aktiengesellschaft (XTRA:CON),2017,6959.6
Continental Aktiengesellschaft (XTRA:CON),2018,6420.8
Continental Aktiengesellschaft (XTRA:CON),2019,5660.4
Continental Aktiengesellschaft (XTRA:CON),2020,3972.9
Continental Aktiengesellschaft (XTRA:CON),2021,4046.2
Continental Aktiengesellschaft (XTRA:CON),2022,4284.4
Continental Aktiengesellschaft (XTRA:CON),2023,4921.46
Continental Aktiengesellschaft (XTRA:CON),2024,5491.93
Continental Aktiengesellschaft (XTRA:CON),2025,6071.29
Continental Aktiengesellschaft (XTRA:CON),2026,6853.05
Continental Aktiengesellschaft (XTRA:CON),2027,1158.757142857421
FUJIFILM Holdings Corporation (TSE:4901),2016,16250.6
FUJIFILM Holdings Corporation (TSE:4901),2017,2051.8
FUJIFILM Holdings Corporation (TSE:4901),2018,1933.2
FUJIFILM Holdings Corporation (TSE:4901),2019,2208
FUJIFILM Holdings Corporation (TSE:4901),2020,1858.3
FUJIFILM Holdings Corporation (TSE:4901),2021,2425.6
FUJIFILM Holdings Corporation (TSE:4901),2022,2600.9
FUJIFILM Holdings Corporation (TSE:4901),2023,2755.88
FUJIFILM Holdings Corporation (TSE:4901),2024,3029.7
FUJIFILM Holdings Corporation (TSE:4901),2025,3385.19
FUJIFILM Holdings Corporation (TSE:4901),2026,3746.8
FUJIFILM Holdings Corporation (TSE:4901),2027,-7317.771428572198
Forvia SE (ENXTPA:FRVIA),2016,1443
Forvia SE (ENXTPA:FRVIA),2017,18852.3
Forvia SE (ENXTPA:FRVIA),2018,1811.9
Forvia SE (ENXTPA:FRVIA),2019,1868.6
Forvia SE (ENXTPA:FRVIA),2020,918.4
Forvia SE (ENXTPA:FRVIA),2021,1304.3
Forvia SE (ENXTPA:FRVIA),2022,1839.6
Forvia SE (ENXTPA:FRVIA),2023,3584.56
Forvia SE (ENXTPA:FRVIA),2024,3950.25
Forvia SE (ENXTPA:FRVIA),2025,4320.89
Forvia SE (ENXTPA:FRVIA),2026,4503.98
Forvia SE (ENXTPA:FRVIA),2027,4177.19
AB Electrolux (publ) (OM:ELUX B),2016,821.9
AB Electrolux (publ) (OM:ELUX B),2017,10666.8
AB Electrolux (publ) (OM:ELUX B),2018,778.3
AB Electrolux (publ) (OM:ELUX B),2019,833
AB Electrolux (publ) (OM:ELUX B),2020,933.9
AB Electrolux (publ) (OM:ELUX B),2021,916.5
AB Electrolux (publ) (OM:ELUX B),2022,228.1
AB Electrolux (publ) (OM:ELUX B),2023,650.29
AB Electrolux (publ) (OM:ELUX B),2024,1003
AB Electrolux (publ) (OM:ELUX B),2025,1162.73
AB Electrolux (publ) (OM:ELUX B),2026,9167.01
AB Electrolux (publ) (OM:ELUX B),2027,-3867.7571428558444
Bruker Corporation (NasdaqGS:BRKR),2016,262.1
Bruker Corporation (NasdaqGS:BRKR),2017,2072.6
Bruker Corporation (NasdaqGS:BRKR),2018,340.1
Bruker Corporation (NasdaqGS:BRKR),2019,380
Bruker Corporation (NasdaqGS:BRKR),2020,345.7
Bruker Corporation (NasdaqGS:BRKR),2021,514.7
Bruker Corporation (NasdaqGS:BRKR),2022,545.3
Bruker Corporation (NasdaqGS:BRKR),2023,608.39
Bruker Corporation (NasdaqGS:BRKR),2024,676.69
Bruker Corporation (NasdaqGS:BRKR),2025,751.1
Bruker Corporation (NasdaqGS:BRKR),2026,826
Bruker Corporation (NasdaqGS:BRKR),2027,-8.671428571232369
iRobot Corporation (NasdaqGS:IRBT),2016,70.8
iRobot Corporation (NasdaqGS:IRBT),2017,96.7
iRobot Corporation (NasdaqGS:IRBT),2018,144.8
iRobot Corporation (NasdaqGS:IRBT),2019,124.5
iRobot Corporation (NasdaqGS:IRBT),2020,184.4
iRobot Corporation (NasdaqGS:IRBT),2021,43.4
iRobot Corporation (NasdaqGS:IRBT),2022,-173.7
iRobot Corporation (NasdaqGS:IRBT),2023,-175.67
iRobot Corporation (NasdaqGS:IRBT),2024,-104.38
iRobot Corporation (NasdaqGS:IRBT),2025,-92.79
iRobot Corporation (NasdaqGS:IRBT),2026,-129.9964285713893
iRobot Corporation (NasdaqGS:IRBT),2027,-158.58571428567143
Airbus SE (ENXTPA:AIR),2016,1757
Airbus SE (ENXTPA:AIR),2017,3968.2
Airbus SE (ENXTPA:AIR),2018,5821.8
Airbus SE (ENXTPA:AIR),2019,3549.1
Airbus SE (ENXTPA:AIR),2020,3211.7
Airbus SE (ENXTPA:AIR),2021,7206.4
Airbus SE (ENXTPA:AIR),2022,7993.6
Airbus SE (ENXTPA:AIR),2023,9090.44
Airbus SE (ENXTPA:AIR),2024,10660.06
Airbus SE (ENXTPA:AIR),2025,12793.04
Airbus SE (ENXTPA:AIR),2026,14298.5
Airbus SE (ENXTPA:AIR),2027,14579.84
Garmin Ltd. (NYSE:GRMN),2016,719.2
Garmin Ltd. (NYSE:GRMN),2017,769.9
Garmin Ltd. (NYSE:GRMN),2018,874.5
Garmin Ltd. (NYSE:GRMN),2019,4982.8
Garmin Ltd. (NYSE:GRMN),2020,1181
Garmin Ltd. (NYSE:GRMN),2021,1373.4
Garmin Ltd. (NYSE:GRMN),2022,1191.7
Garmin Ltd. (NYSE:GRMN),2023,1198.14
Garmin Ltd. (NYSE:GRMN),2024,1352.69
Garmin Ltd. (NYSE:GRMN),2025,1481.64
Garmin Ltd. (NYSE:GRMN),2026,1744.18
Garmin Ltd. (NYSE:GRMN),2027,1919.5
Sandvik AB (publ) (OM:SAND),2016,1359.9
Sandvik AB (publ) (OM:SAND),2017,1649.9
Sandvik AB (publ) (OM:SAND),2018,2013.8
Sandvik AB (publ) (OM:SAND),2019,1971.3
Sandvik AB (publ) (OM:SAND),2020,1474
Sandvik AB (publ) (OM:SAND),2021,1966.9
Sandvik AB (publ) (OM:SAND),2022,2152.3
Sandvik AB (publ) (OM:SAND),2023,2726.41
Sandvik AB (publ) (OM:SAND),2024,2783.43
Sandvik AB (publ) (OM:SAND),2025,2925.17
Sandvik AB (publ) (OM:SAND),2026,610.24
Sandvik AB (publ) (OM:SAND),2027,3153.57
Elbit Systems Ltd. (TASE:ESLT),2016,404.4
Elbit Systems Ltd. (TASE:ESLT),2017,402.1
Elbit Systems Ltd. (TASE:ESLT),2018,4662.6
Elbit Systems Ltd. (TASE:ESLT),2019,502.9
Elbit Systems Ltd. (TASE:ESLT),2020,484.5
Elbit Systems Ltd. (TASE:ESLT),2021,545.2
Elbit Systems Ltd. (TASE:ESLT),2022,455.3
Elbit Systems Ltd. (TASE:ESLT),2023,583
Elbit Systems Ltd. (TASE:ESLT),2024,624
Elbit Systems Ltd. (TASE:ESLT),2025,264.0285714288675
Elbit Systems Ltd. (TASE:ESLT),2026,130.48571428604083
Elbit Systems Ltd. (TASE:ESLT),2027,-3.057142856785873
Olympus Corporation (TSE:7733),2016,903
Olympus Corporation (TSE:7733),2017,920.2
Olympus Corporation (TSE:7733),2018,646.2
Olympus Corporation (TSE:7733),2019,1238
Olympus Corporation (TSE:7733),2020,935.6
Olympus Corporation (TSE:7733),2021,1373.3
Olympus Corporation (TSE:7733),2022,1834.8
Olympus Corporation (TSE:7733),2023,1756.65
Olympus Corporation (TSE:7733),2024,6957.03
Olympus Corporation (TSE:7733),2025,1648.97
Olympus Corporation (TSE:7733),2026,1790.53
Olympus Corporation (TSE:7733),2027,1873.39
Schneider Electric S.E. (ENXTPA:SU),2016,4040.3
Schneider Electric S.E. (ENXTPA:SU),2017,4208
Schneider Electric S.E. (ENXTPA:SU),2018,4453.1
Schneider Electric S.E. (ENXTPA:SU),2019,4855.2
Schneider Electric S.E. (ENXTPA:SU),2020,4513.5
Schneider Electric S.E. (ENXTPA:SU),2021,5670
Schneider Electric S.E. (ENXTPA:SU),2022,6773.5
Schneider Electric S.E. (ENXTPA:SU),2023,7843.61
Schneider Electric S.E. (ENXTPA:SU),2024,44992.31
Schneider Electric S.E. (ENXTPA:SU),2025,8924.4
Schneider Electric S.E. (ENXTPA:SU),2026,9904.51
Schneider Electric S.E. (ENXTPA:SU),2027,10527.32
Embraer S.A. (BOVESPA:EMBR3),2016,377.6
Embraer S.A. (BOVESPA:EMBR3),2017,417.8
Embraer S.A. (BOVESPA:EMBR3),2018,-40.7
Embraer S.A. (BOVESPA:EMBR3),2019,113.5
Embraer S.A. (BOVESPA:EMBR3),2020,-109.2
Embraer S.A. (BOVESPA:EMBR3),2021,300.5
Embraer S.A. (BOVESPA:EMBR3),2022,46.5
Embraer S.A. (BOVESPA:EMBR3),2023,558.35
Embraer S.A. (BOVESPA:EMBR3),2024,5864
Embraer S.A. (BOVESPA:EMBR3),2025,754.91
Embraer S.A. (BOVESPA:EMBR3),2026,693.2
Embraer S.A. (BOVESPA:EMBR3),2027,-212.39999999995007
Roche Holding AG (SWX:ROG),2016,22906.3
Roche Holding AG (SWX:ROG),2017,23488.3
Roche Holding AG (SWX:ROG),2018,24950.7
Roche Holding AG (SWX:ROG),2019,27688
Roche Holding AG (SWX:ROG),2020,26495
Roche Holding AG (SWX:ROG),2021,26904.1
Roche Holding AG (SWX:ROG),2022,27373.1
Roche Holding AG (SWX:ROG),2023,25293.1
Roche Holding AG (SWX:ROG),2024,27090.22
Roche Holding AG (SWX:ROG),2025,29084.43
Roche Holding AG (SWX:ROG),2026,30383.08
Roche Holding AG (SWX:ROG),2027,31908.23
Valeo SE (ENXTPA:FR),2016,1943.8
Valeo SE (ENXTPA:FR),2017,2212.2
Valeo SE (ENXTPA:FR),2018,2115.6
Valeo SE (ENXTPA:FR),2019,2108.2
Valeo SE (ENXTPA:FR),2020,1019.6
Valeo SE (ENXTPA:FR),2021,1826
Valeo SE (ENXTPA:FR),2022,1721
Valeo SE (ENXTPA:FR),2023,2803.55
Valeo SE (ENXTPA:FR),2024,3173.42
Valeo SE (ENXTPA:FR),2025,3624.19
Valeo SE (ENXTPA:FR),2026,1215.2857142858973
Valeo SE (ENXTPA:FR),2027,1124.6857142859067
