Company,Year,Value,2023,2024,2025,2026,2027
Intel Corporation (NasdaqGS:INTC),2016.0,22767.0,,,,,
Intel Corporation (NasdaqGS:INTC),2017.0,23663.0,,,,,
Intel Corporation (NasdaqGS:INTC),2018.0,27111.0,,,,,
Intel Corporation (NasdaqGS:INTC),2019.0,29825.0,,,,,
Intel Corporation (NasdaqGS:INTC),2020.0,34255.0,,,,,
Intel Corporation (NasdaqGS:INTC),2021.0,35209.0,,,,,
Intel Corporation (NasdaqGS:INTC),2022.0,36188.0,,,,,
Intel Corporation (NasdaqGS:INTC),,,39931.00000000293,42448.8214285742,44966.64285714546,47484.46428571672,50002.28571428799
International Business Machines Corporation (NYSE:IBM),2016.0,40358.0,,,,,
International Business Machines Corporation (NYSE:IBM),2017.0,40986.0,,,,,
International Business Machines Corporation (NYSE:IBM),2018.0,41522.0,,,,,
International Business Machines Corporation (NYSE:IBM),2019.0,25476.0,,,,,
International Business Machines Corporation (NYSE:IBM),2020.0,23737.0,,,,,
International Business Machines Corporation (NYSE:IBM),2021.0,25331.0,,,,,
International Business Machines Corporation (NYSE:IBM),2022.0,27436.0,,,,,
International Business Machines Corporation (NYSE:IBM),,,19569.28571428699,16431.392857144354,13293.500000001717,10155.60714285908,7017.714285716444
International Game Technology PLC (NYSE:IGT),2016.0,3135.84,,,,,
International Game Technology PLC (NYSE:IGT),2017.0,3020.61,,,,,
International Game Technology PLC (NYSE:IGT),2018.0,2263.25,,,,,
International Game Technology PLC (NYSE:IGT),2019.0,2335.0,,,,,
International Game Technology PLC (NYSE:IGT),2020.0,1980.0,,,,,
International Game Technology PLC (NYSE:IGT),2021.0,2131.0,,,,,
International Game Technology PLC (NYSE:IGT),2022.0,2225.0,,,,,
International Game Technology PLC (NYSE:IGT),,,1756.5300000000184,1585.2803571428826,1414.0307142857469,1242.781071428611,1071.531428571475
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2016.0,813.6,,,,,
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2017.0,936.2,,,,,
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2018.0,1120.1,,,,,
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2019.0,1368.3,,,,,
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2020.0,1497.2,,,,,
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2021.0,1751.6,,,,,
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2022.0,2026.2,,,,,
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",,,2165.5571428570015,2367.18928571413,2568.8214285712593,2770.4535714283884,2972.0857142855175
"Itron, Inc. (NasdaqGS:ITRI)",2016.0,1350.65,,,,,
"Itron, Inc. (NasdaqGS:ITRI)",2017.0,1341.45,,,,,
"Itron, Inc. (NasdaqGS:ITRI)",2018.0,1645.8,,,,,
"Itron, Inc. (NasdaqGS:ITRI)",2019.0,1750.15,,,,,
"Itron, Inc. (NasdaqGS:ITRI)",2020.0,1571.18,,,,,
"Itron, Inc. (NasdaqGS:ITRI)",2021.0,1408.4,,,,,
"Itron, Inc. (NasdaqGS:ITRI)",2022.0,1273.38,,,,,
"Itron, Inc. (NasdaqGS:ITRI)",,,1452.6399999999928,1446.4782142857107,1440.3164285714283,1434.1546428571462,1427.9928571428638
JTEKT Corporation (TSE:6473),2016.0,7397.5,,,,,
JTEKT Corporation (TSE:6473),2017.0,7845.41,,,,,
JTEKT Corporation (TSE:6473),2018.0,8481.9,,,,,
JTEKT Corporation (TSE:6473),2019.0,8351.36,,,,,
JTEKT Corporation (TSE:6473),2020.0,7192.91,,,,,
JTEKT Corporation (TSE:6473),2021.0,7857.96,,,,,
JTEKT Corporation (TSE:6473),2022.0,9361.36,,,,,
JTEKT Corporation (TSE:6473),,,8730.870000000506,8896.144642857644,9061.419285714781,9226.693928571918,9391.968571429054
JVCKENWOOD Corporation (TSE:6632),2016.0,1433.45,,,,,
JVCKENWOOD Corporation (TSE:6632),2017.0,1477.77,,,,,
JVCKENWOOD Corporation (TSE:6632),2018.0,1491.03,,,,,
JVCKENWOOD Corporation (TSE:6632),2019.0,1471.75,,,,,
JVCKENWOOD Corporation (TSE:6632),2020.0,1309.99,,,,,
JVCKENWOOD Corporation (TSE:6632),2021.0,1335.82,,,,,
JVCKENWOOD Corporation (TSE:6632),2022.0,1616.88,,,,,
JVCKENWOOD Corporation (TSE:6632),,,1460.2914285715253,1463.3396428572396,1466.3878571429539,1469.4360714286681,1472.4842857143824
Johnson & Johnson (NYSE:JNJ),2016.0,21789.0,,,,,
Johnson & Johnson (NYSE:JNJ),2017.0,25439.0,,,,,
Johnson & Johnson (NYSE:JNJ),2018.0,27091.0,,,,,
Johnson & Johnson (NYSE:JNJ),2019.0,27556.0,,,,,
Johnson & Johnson (NYSE:JNJ),2020.0,28427.0,,,,,
Johnson & Johnson (NYSE:JNJ),2021.0,29855.0,,,,,
Johnson & Johnson (NYSE:JNJ),2022.0,30989.0,,,,,
Johnson & Johnson (NYSE:JNJ),,,32702.00000000277,34050.85714285986,35399.71428571695,36748.57142857404,38097.42857143113
Johnson Controls International plc (NYSE:JCI),2016.0,16604.0,,,,,
Johnson Controls International plc (NYSE:JCI),2017.0,19580.0,,,,,
Johnson Controls International plc (NYSE:JCI),2018.0,15865.0,,,,,
Johnson Controls International plc (NYSE:JCI),2019.0,16309.0,,,,,
Johnson Controls International plc (NYSE:JCI),2020.0,14746.0,,,,,
Johnson Controls International plc (NYSE:JCI),2021.0,15967.0,,,,,
Johnson Controls International plc (NYSE:JCI),2022.0,16962.0,,,,,
Johnson Controls International plc (NYSE:JCI),,,15537.428571429315,15277.750000000775,15018.071428572235,14758.392857143695,14498.714285715158
"Juniper Networks, Inc. (NYSE:JNPR)",2016.0,1885.6,,,,,
"Juniper Networks, Inc. (NYSE:JNPR)",2017.0,1955.1,,,,,
"Juniper Networks, Inc. (NYSE:JNPR)",2018.0,1906.3,,,,,
"Juniper Networks, Inc. (NYSE:JNPR)",2019.0,1828.6,,,,,
"Juniper Networks, Inc. (NYSE:JNPR)",2020.0,1871.4,,,,,
"Juniper Networks, Inc. (NYSE:JNPR)",2021.0,1995.3,,,,,
"Juniper Networks, Inc. (NYSE:JNPR)",2022.0,2342.9,,,,,
"Juniper Networks, Inc. (NYSE:JNPR)",,,2171.8000000001107,2222.4214285715348,2273.042857142959,2323.664285714383,2374.285714285807
KLA Corporation (NasdaqGS:KLAC),2016.0,1208.21,,,,,
KLA Corporation (NasdaqGS:KLAC),2017.0,1391.32,,,,,
KLA Corporation (NasdaqGS:KLAC),2018.0,1535.57,,,,,
KLA Corporation (NasdaqGS:KLAC),2019.0,2317.59,,,,,
KLA Corporation (NasdaqGS:KLAC),2020.0,2502.0,,,,,
KLA Corporation (NasdaqGS:KLAC),2021.0,3203.66,,,,,
KLA Corporation (NasdaqGS:KLAC),2022.0,4120.67,,,,,
KLA Corporation (NasdaqGS:KLAC),,,4229.64428571411,4705.661785714074,5181.679285714038,5657.696785714002,6133.714285713965
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2016.0,2356.23,,,,,
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2017.0,2572.0,,,,,
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2018.0,3427.0,,,,,
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2019.0,4778.0,,,,,
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2020.0,5132.0,,,,,
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2021.0,5680.0,,,,,
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2022.0,6725.0,,,,,
Keurig Dr Pepper Inc. (NasdaqGS:KDP),,,7385.362857142524,8136.33821428533,8887.313571428134,9638.28892857094,10389.264285713747
"Keysight Technologies, Inc. (NYSE:KEYS)",2016.0,1287.0,,,,,
"Keysight Technologies, Inc. (NYSE:KEYS)",2017.0,1567.0,,,,,
"Keysight Technologies, Inc. (NYSE:KEYS)",2018.0,1788.0,,,,,
"Keysight Technologies, Inc. (NYSE:KEYS)",2019.0,1781.0,,,,,
"Keysight Technologies, Inc. (NYSE:KEYS)",2020.0,1721.0,,,,,
"Keysight Technologies, Inc. (NYSE:KEYS)",2021.0,1845.0,,,,,
"Keysight Technologies, Inc. (NYSE:KEYS)",2022.0,2022.0,,,,,
"Keysight Technologies, Inc. (NYSE:KEYS)",,,2100.714285714266,2196.928571428549,2293.1428571428314,2389.3571428571145,2485.571428571397
Knorr-Bremse AG (XTRA:KBX),2016.0,2724.32,,,,,
Knorr-Bremse AG (XTRA:KBX),2017.0,3263.22,,,,,
Knorr-Bremse AG (XTRA:KBX),2018.0,3589.01,,,,,
Knorr-Bremse AG (XTRA:KBX),2019.0,3744.72,,,,,
Knorr-Bremse AG (XTRA:KBX),2020.0,3252.57,,,,,
Knorr-Bremse AG (XTRA:KBX),2021.0,3637.54,,,,,
Knorr-Bremse AG (XTRA:KBX),2022.0,4080.19,,,,,
Knorr-Bremse AG (XTRA:KBX),,,4110.197142857219,4270.190357142928,4430.183571428639,4590.176785714349,4750.170000000058
"Konica Minolta, Inc. (TSE:4902)",2016.0,3362.09,,,,,
"Konica Minolta, Inc. (TSE:4902)",2017.0,3585.85,,,,,
"Konica Minolta, Inc. (TSE:4902)",2018.0,3678.95,,,,,
"Konica Minolta, Inc. (TSE:4902)",2019.0,3639.73,,,,,
"Konica Minolta, Inc. (TSE:4902)",2020.0,3272.15,,,,,
"Konica Minolta, Inc. (TSE:4902)",2021.0,3415.85,,,,,
"Konica Minolta, Inc. (TSE:4902)",2022.0,4135.6,,,,,
"Konica Minolta, Inc. (TSE:4902)",,,3809.1357142859374,3865.340357143078,3921.545000000219,3977.7496428573595,4033.9542857145
Koninklijke Philips N.V. (ENXTAM:PHIA),2016.0,10035.01,,,,,
Koninklijke Philips N.V. (ENXTAM:PHIA),2017.0,10100.8,,,,,
Koninklijke Philips N.V. (ENXTAM:PHIA),2018.0,10038.2,,,,,
Koninklijke Philips N.V. (ENXTAM:PHIA),2019.0,9760.21,,,,,
Koninklijke Philips N.V. (ENXTAM:PHIA),2020.0,9974.54,,,,,
Koninklijke Philips N.V. (ENXTAM:PHIA),2021.0,10538.99,,,,,
Koninklijke Philips N.V. (ENXTAM:PHIA),2022.0,11281.7,,,,,
Koninklijke Philips N.V. (ENXTAM:PHIA),,,10897.462857142833,11060.06249999996,11222.662142857089,11385.261785714216,11547.861428571343
"Konka Group Co., Ltd. (SZSE:000016)",2016.0,2414.88,,,,,
"Konka Group Co., Ltd. (SZSE:000016)",2017.0,3821.47,,,,,
"Konka Group Co., Ltd. (SZSE:000016)",2018.0,5929.89,,,,,
"Konka Group Co., Ltd. (SZSE:000016)",2019.0,7156.25,,,,,
"Konka Group Co., Ltd. (SZSE:000016)",2020.0,6531.64,,,,,
"Konka Group Co., Ltd. (SZSE:000016)",2021.0,6503.48,,,,,
"Konka Group Co., Ltd. (SZSE:000016)",2022.0,3957.89,,,,,
"Konka Group Co., Ltd. (SZSE:000016)",,,6701.471428571454,7079.8571428571795,7458.2428571429045,7836.62857142863,8215.014285714355
Kyocera Corporation (TSE:6971),2016.0,6981.16,,,,,
Kyocera Corporation (TSE:6971),2017.0,7558.96,,,,,
Kyocera Corporation (TSE:6971),2018.0,8281.95,,,,,
Kyocera Corporation (TSE:6971),2019.0,7741.86,,,,,
Kyocera Corporation (TSE:6971),2020.0,7430.67,,,,,
Kyocera Corporation (TSE:6971),2021.0,8595.52,,,,,
Kyocera Corporation (TSE:6971),2022.0,9663.65,,,,,
Kyocera Corporation (TSE:6971),,,9360.439999999857,9691.486785714123,10022.53357142839,10353.580357142657,10684.627142856923
"L3Harris Technologies, Inc. (NYSE:LHX)",2016.0,3831.0,,,,,
"L3Harris Technologies, Inc. (NYSE:LHX)",2017.0,3858.0,,,,,
"L3Harris Technologies, Inc. (NYSE:LHX)",2018.0,4095.0,,,,,
"L3Harris Technologies, Inc. (NYSE:LHX)",2019.0,13168.0,,,,,
"L3Harris Technologies, Inc. (NYSE:LHX)",2020.0,12886.0,,,,,
"L3Harris Technologies, Inc. (NYSE:LHX)",2021.0,12438.0,,,,,
"L3Harris Technologies, Inc. (NYSE:LHX)",2022.0,12135.0,,,,,
"L3Harris Technologies, Inc. (NYSE:LHX)",,,16181.999999999627,17998.535714285223,19815.071428570813,21631.607142856406,23448.142857142
"LG Display Co., Ltd. (KOSE:A034220)",2016.0,16873.77,,,,,
"LG Display Co., Ltd. (KOSE:A034220)",2017.0,16629.34,,,,,
"LG Display Co., Ltd. (KOSE:A034220)",2018.0,15759.22,,,,,
"LG Display Co., Ltd. (KOSE:A034220)",2019.0,16023.17,,,,,
"LG Display Co., Ltd. (KOSE:A034220)",2020.0,16037.34,,,,,
"LG Display Co., Ltd. (KOSE:A034220)",2021.0,18222.43,,,,,
"LG Display Co., Ltd. (KOSE:A034220)",2022.0,18559.67,,,,,
"LG Display Co., Ltd. (KOSE:A034220)",,,18089.562857144112,18393.920000001217,18698.277142858322,19002.63428571543,19306.991428572535
LG Electronics Inc. (KOSE:A066570),2016.0,30871.57,,,,,
LG Electronics Inc. (KOSE:A066570),2017.0,34658.94,,,,,
LG Electronics Inc. (KOSE:A066570),2018.0,34305.26,,,,,
LG Electronics Inc. (KOSE:A066570),2019.0,34831.76,,,,,
LG Electronics Inc. (KOSE:A066570),2020.0,31552.99,,,,,
LG Electronics Inc. (KOSE:A066570),2021.0,40794.06,,,,,
LG Electronics Inc. (KOSE:A066570),2022.0,46889.96,,,,,
LG Electronics Inc. (KOSE:A066570),,,44496.81142857358,46552.995000002,48609.17857143043,50665.36214285886,52721.54571428729
Lam Research Corporation (NasdaqGS:LRCX),2016.0,3541.99,,,,,
Lam Research Corporation (NasdaqGS:LRCX),2017.0,5162.58,,,,,
Lam Research Corporation (NasdaqGS:LRCX),2018.0,5858.05,,,,,
Lam Research Corporation (NasdaqGS:LRCX),2019.0,5232.86,,,,,
Lam Research Corporation (NasdaqGS:LRCX),2020.0,6371.49,,,,,
Lam Research Corporation (NasdaqGS:LRCX),2021.0,8873.9,,,,,
Lam Research Corporation (NasdaqGS:LRCX),2022.0,10417.34,,,,,
Lam Research Corporation (NasdaqGS:LRCX),,,10574.334285714012,11594.410357142518,12614.486428571025,13634.56249999953,14654.638571428035
Lear Corporation (NYSE:LEA),2016.0,16378.9,,,,,
Lear Corporation (NYSE:LEA),2017.0,18101.6,,,,,
Lear Corporation (NYSE:LEA),2018.0,18765.1,,,,,
Lear Corporation (NYSE:LEA),2019.0,17899.0,,,,,
Lear Corporation (NYSE:LEA),2020.0,15809.7,,,,,
Lear Corporation (NYSE:LEA),2021.0,17787.9,,,,,
Lear Corporation (NYSE:LEA),2022.0,19346.2,,,,,
Lear Corporation (NYSE:LEA),,,18486.785714287213,18676.753571430076,18866.72142857294,19056.6892857158,19246.657142858665
Legrand SA (ENXTPA:LR),2016.0,2526.26,,,,,
Legrand SA (ENXTPA:LR),2017.0,2769.44,,,,,
Legrand SA (ENXTPA:LR),2018.0,3044.77,,,,,
Legrand SA (ENXTPA:LR),2019.0,3378.78,,,,,
Legrand SA (ENXTPA:LR),2020.0,3093.58,,,,,
Legrand SA (ENXTPA:LR),2021.0,3649.02,,,,,
Legrand SA (ENXTPA:LR),2022.0,4448.49,,,,,
Legrand SA (ENXTPA:LR),,,4354.9999999999045,4625.523571428458,4896.047142857012,5166.5707142855645,5437.094285714118
Lenovo Group Limited (SEHK:992),2016.0,36334.13,,,,,
Lenovo Group Limited (SEHK:992),2017.0,38193.67,,,,,
Lenovo Group Limited (SEHK:992),2018.0,42946.57,,,,,
Lenovo Group Limited (SEHK:992),2019.0,43456.49,,,,,
Lenovo Group Limited (SEHK:992),2020.0,46749.87,,,,,
Lenovo Group Limited (SEHK:992),2021.0,58681.93,,,,,
Lenovo Group Limited (SEHK:992),2022.0,54783.54,,,,,
Lenovo Group Limited (SEHK:992),,,60182.03571428522,63758.037499999264,67334.0392857133,70910.04107142735,74486.04285714138
Leonardo S.p.a. (BIT:LDO),2016.0,7841.91,,,,,
Leonardo S.p.a. (BIT:LDO),2017.0,7787.8,,,,,
Leonardo S.p.a. (BIT:LDO),2018.0,8272.68,,,,,
Leonardo S.p.a. (BIT:LDO),2019.0,9216.98,,,,,
Leonardo S.p.a. (BIT:LDO),2020.0,9044.03,,,,,
Leonardo S.p.a. (BIT:LDO),2021.0,13398.41,,,,,
Leonardo S.p.a. (BIT:LDO),2022.0,13831.3,,,,,
Leonardo S.p.a. (BIT:LDO),,,14193.407142856291,15263.43357142763,16333.459999998968,17403.486428570304,18473.512857141643
Lite-On Technology Corporation (TWSE:2301),2016.0,6125.32,,,,,
Lite-On Technology Corporation (TWSE:2301),2017.0,5771.39,,,,,
Lite-On Technology Corporation (TWSE:2301),2018.0,5559.89,,,,,
Lite-On Technology Corporation (TWSE:2301),2019.0,4652.1,,,,,
Lite-On Technology Corporation (TWSE:2301),2020.0,4007.6,,,,,
Lite-On Technology Corporation (TWSE:2301),2021.0,4149.07,,,,,
Lite-On Technology Corporation (TWSE:2301),2022.0,4330.18,,,,,
Lite-On Technology Corporation (TWSE:2301),,,3487.5999999999876,3123.9446428571514,2760.289285714315,2396.633928571479,2032.9785714286425
Lockheed Martin Corporation (NYSE:LMT),2016.0,41809.0,,,,,
Lockheed Martin Corporation (NYSE:LMT),2017.0,43589.0,,,,,
Lockheed Martin Corporation (NYSE:LMT),2018.0,46392.0,,,,,
Lockheed Martin Corporation (NYSE:LMT),2019.0,51445.0,,,,,
Lockheed Martin Corporation (NYSE:LMT),2020.0,56717.0,,,,,
Lockheed Martin Corporation (NYSE:LMT),2021.0,57947.0,,,,,
Lockheed Martin Corporation (NYSE:LMT),2022.0,57597.0,,,,,
Lockheed Martin Corporation (NYSE:LMT),,,63128.714285717084,66214.60714285975,69300.5000000024,72386.39285714507,75472.28571428773
Logitech International S.A. (SWX:LOGN),2016.0,1372.65,,,,,
Logitech International S.A. (SWX:LOGN),2017.0,1582.43,,,,,
Logitech International S.A. (SWX:LOGN),2018.0,1727.56,,,,,
Logitech International S.A. (SWX:LOGN),2019.0,1798.63,,,,,
Logitech International S.A. (SWX:LOGN),2020.0,2510.17,,,,,
Logitech International S.A. (SWX:LOGN),2021.0,3292.11,,,,,
Logitech International S.A. (SWX:LOGN),2022.0,2926.83,,,,,
Logitech International S.A. (SWX:LOGN),,,3439.269999999958,3755.859642857078,4072.449285714198,4389.038928571318,4705.628571428439
Magna International Inc. (TSX:MG),2016.0,31123.0,,,,,
Magna International Inc. (TSX:MG),2017.0,30895.0,,,,,
Magna International Inc. (TSX:MG),2018.0,34725.0,,,,,
Magna International Inc. (TSX:MG),2019.0,34022.0,,,,,
Magna International Inc. (TSX:MG),2020.0,28207.0,,,,,
Magna International Inc. (TSX:MG),2021.0,31097.0,,,,,
Magna International Inc. (TSX:MG),2022.0,33188.0,,,,,
Magna International Inc. (TSX:MG),,,31905.428571428045,31908.32142857092,31911.21428571379,31914.10714285666,31916.999999999534
"Mattel, Inc. (NasdaqGS:MAT)",2016.0,2906.46,,,,,
"Mattel, Inc. (NasdaqGS:MAT)",2017.0,3056.92,,,,,
"Mattel, Inc. (NasdaqGS:MAT)",2018.0,2716.13,,,,,
"Mattel, Inc. (NasdaqGS:MAT)",2019.0,2508.65,,,,,
"Mattel, Inc. (NasdaqGS:MAT)",2020.0,2339.67,,,,,
"Mattel, Inc. (NasdaqGS:MAT)",2021.0,2828.19,,,,,
"Mattel, Inc. (NasdaqGS:MAT)",2022.0,2942.65,,,,,
"Mattel, Inc. (NasdaqGS:MAT)",,,2653.3314285713977,2627.426071428541,2601.520714285684,2575.6153571428267,2549.70999999997
Medtronic plc (NYSE:MDT),2016.0,9170.0,,,,,
Medtronic plc (NYSE:MDT),2017.0,9053.0,,,,,
Medtronic plc (NYSE:MDT),2018.0,8997.0,,,,,
Medtronic plc (NYSE:MDT),2019.0,9493.0,,,,,
Medtronic plc (NYSE:MDT),2020.0,9961.0,,,,,
Medtronic plc (NYSE:MDT),2021.0,10025.0,,,,,
Medtronic plc (NYSE:MDT),2022.0,10240.0,,,,,
Medtronic plc (NYSE:MDT),,,10436.714285714153,10655.214285714133,10873.714285714115,11092.214285714095,11310.714285714077
"Meta Platforms, Inc. (NasdaqGS:META)",2016.0,3789.0,,,,,
"Meta Platforms, Inc. (NasdaqGS:META)",2017.0,5454.0,,,,,
"Meta Platforms, Inc. (NasdaqGS:META)",2018.0,9355.0,,,,,
"Meta Platforms, Inc. (NasdaqGS:META)",2019.0,12770.0,,,,,
"Meta Platforms, Inc. (NasdaqGS:META)",2020.0,16692.0,,,,,
"Meta Platforms, Inc. (NasdaqGS:META)",2021.0,22649.0,,,,,
"Meta Platforms, Inc. (NasdaqGS:META)",2022.0,23754.0,,,,,
"Meta Platforms, Inc. (NasdaqGS:META)",,,28012.142857142087,31641.499999998978,35270.85714285587,38900.21428571276,42529.57142856965
Mettler-Toledo International Inc. (NYSE:MTD),2016.0,1070.53,,,,,
Mettler-Toledo International Inc. (NYSE:MTD),2017.0,1149.3,,,,,
Mettler-Toledo International Inc. (NYSE:MTD),2018.0,1251.21,,,,,
Mettler-Toledo International Inc. (NYSE:MTD),2019.0,1267.44,,,,,
Mettler-Toledo International Inc. (NYSE:MTD),2020.0,1284.15,,,,,
Mettler-Toledo International Inc. (NYSE:MTD),2021.0,1546.38,,,,,
Mettler-Toledo International Inc. (NYSE:MTD),2022.0,1611.67,,,,,
Mettler-Toledo International Inc. (NYSE:MTD),,,1661.6000000000117,1749.1185714285773,1836.6371428571429,1924.1557142857084,2011.674285714274
MiTAC Holdings Corporation (TWSE:3706),2016.0,1321.6,,,,,
MiTAC Holdings Corporation (TWSE:3706),2017.0,1331.09,,,,,
MiTAC Holdings Corporation (TWSE:3706),2018.0,801.95,,,,,
MiTAC Holdings Corporation (TWSE:3706),2019.0,946.45,,,,,
MiTAC Holdings Corporation (TWSE:3706),2020.0,1128.02,,,,,
MiTAC Holdings Corporation (TWSE:3706),2021.0,1168.27,,,,,
MiTAC Holdings Corporation (TWSE:3706),2022.0,1358.94,,,,,
MiTAC Holdings Corporation (TWSE:3706),,,1166.9671428571523,1170.9832142857197,1174.9992857142872,1179.0153571428546,1183.0314285714219
"Micro-Star International Co., Ltd. (TWSE:2377)",2016.0,2694.55,,,,,
"Micro-Star International Co., Ltd. (TWSE:2377)",2017.0,2822.73,,,,,
"Micro-Star International Co., Ltd. (TWSE:2377)",2018.0,3162.76,,,,,
"Micro-Star International Co., Ltd. (TWSE:2377)",2019.0,3231.69,,,,,
"Micro-Star International Co., Ltd. (TWSE:2377)",2020.0,3867.06,,,,,
"Micro-Star International Co., Ltd. (TWSE:2377)",2021.0,5052.07,,,,,
"Micro-Star International Co., Ltd. (TWSE:2377)",2022.0,4777.71,,,,,
"Micro-Star International Co., Ltd. (TWSE:2377)",,,5288.718571428449,5696.306428571275,6103.894285714101,6511.482142856928,6919.069999999754
Microsoft Corporation (NasdaqGS:MSFT),2016.0,33446.0,,,,,
Microsoft Corporation (NasdaqGS:MSFT),2017.0,35447.0,,,,,
Microsoft Corporation (NasdaqGS:MSFT),2018.0,41339.0,,,,,
Microsoft Corporation (NasdaqGS:MSFT),2019.0,43346.0,,,,,
Microsoft Corporation (NasdaqGS:MSFT),2020.0,48510.0,,,,,
Microsoft Corporation (NasdaqGS:MSFT),2021.0,57642.0,,,,,
Microsoft Corporation (NasdaqGS:MSFT),2022.0,64984.0,,,,,
Microsoft Corporation (NasdaqGS:MSFT),,,67269.8571428555,72490.39285714083,77710.92857142618,82931.46428571151,88151.99999999684
"Midea Group Co., Ltd. (SZSE:000333)",2016.0,15840.65,,,,,
"Midea Group Co., Ltd. (SZSE:000333)",2017.0,24685.56,,,,,
"Midea Group Co., Ltd. (SZSE:000333)",2018.0,25763.22,,,,,
"Midea Group Co., Ltd. (SZSE:000333)",2019.0,27108.49,,,,,
"Midea Group Co., Ltd. (SZSE:000333)",2020.0,29715.29,,,,,
"Midea Group Co., Ltd. (SZSE:000333)",2021.0,36253.03,,,,,
"Midea Group Co., Ltd. (SZSE:000333)",2022.0,35689.25,,,,,
"Midea Group Co., Ltd. (SZSE:000333)",,,40241.185714285224,43335.21464285652,46429.2435714278,49523.2724999991,52617.30142857039
Mitsubishi Electric Corporation (TSE:6503),2016.0,19926.39,,,,,
Mitsubishi Electric Corporation (TSE:6503),2017.0,20257.18,,,,,
Mitsubishi Electric Corporation (TSE:6503),2018.0,21581.7,,,,,
Mitsubishi Electric Corporation (TSE:6503),2019.0,21581.41,,,,,
Mitsubishi Electric Corporation (TSE:6503),2020.0,20063.03,,,,,
Mitsubishi Electric Corporation (TSE:6503),2021.0,21167.24,,,,,
Mitsubishi Electric Corporation (TSE:6503),2022.0,23679.03,,,,,
Mitsubishi Electric Corporation (TSE:6503),,,22830.764285714456,23243.598928571573,23656.433571428694,24069.26821428581,24482.10285714293
Moog Inc. (NYSE:MOG.A),2016.0,1710.52,,,,,
Moog Inc. (NYSE:MOG.A),2017.0,1791.99,,,,,
Moog Inc. (NYSE:MOG.A),2018.0,1960.2,,,,,
Moog Inc. (NYSE:MOG.A),2019.0,2152.24,,,,,
Moog Inc. (NYSE:MOG.A),2020.0,2091.58,,,,,
Moog Inc. (NYSE:MOG.A),2021.0,2113.17,,,,,
Moog Inc. (NYSE:MOG.A),2022.0,2238.29,,,,,
Moog Inc. (NYSE:MOG.A),,,2345.005714285722,2429.186071428575,2513.366428571428,2597.5467857142808,2681.7271428571335
"Motorola Solutions, Inc. (NYSE:MSI)",2016.0,3126.0,,,,,
"Motorola Solutions, Inc. (NYSE:MSI)",2017.0,3347.0,,,,,
"Motorola Solutions, Inc. (NYSE:MSI)",2018.0,3804.0,,,,,
"Motorola Solutions, Inc. (NYSE:MSI)",2019.0,3939.0,,,,,
"Motorola Solutions, Inc. (NYSE:MSI)",2020.0,3777.0,,,,,
"Motorola Solutions, Inc. (NYSE:MSI)",2021.0,4123.0,,,,,
"Motorola Solutions, Inc. (NYSE:MSI)",2022.0,4718.0,,,,,
"Motorola Solutions, Inc. (NYSE:MSI)",,,4733.571428571213,4958.607142856914,5183.642857142615,5408.678571428316,5633.714285714017
NCR Voyix Corporation (NYSE:VYX),2016.0,4721.0,,,,,
NCR Voyix Corporation (NYSE:VYX),2017.0,4650.0,,,,,
NCR Voyix Corporation (NYSE:VYX),2018.0,4628.0,,,,,
NCR Voyix Corporation (NYSE:VYX),2019.0,4994.0,,,,,
NCR Voyix Corporation (NYSE:VYX),2020.0,4683.0,,,,,
NCR Voyix Corporation (NYSE:VYX),2021.0,5224.0,,,,,
NCR Voyix Corporation (NYSE:VYX),2022.0,5949.0,,,,,
NCR Voyix Corporation (NYSE:VYX),,,5676.571428571404,5851.107142857101,6025.6428571428,6200.178571428498,6374.714285714195
NEC Corporation (TSE:6701),2016.0,12714.88,,,,,
NEC Corporation (TSE:6701),2017.0,13670.42,,,,,
NEC Corporation (TSE:6701),2018.0,13947.26,,,,,
NEC Corporation (TSE:6701),2019.0,14626.78,,,,,
NEC Corporation (TSE:6701),2020.0,14254.22,,,,,
NEC Corporation (TSE:6701),2021.0,14496.31,,,,,
NEC Corporation (TSE:6701),2022.0,15241.42,,,,,
NEC Corporation (TSE:6701),,,15498.521428571841,15839.177142857543,16179.832857143245,16520.48857142895,16861.14428571465
Nabtesco Corporation (TSE:6268),2016.0,1175.99,,,,,
Nabtesco Corporation (TSE:6268),2017.0,1354.37,,,,,
Nabtesco Corporation (TSE:6268),2018.0,1441.95,,,,,
Nabtesco Corporation (TSE:6268),2019.0,1422.25,,,,,
Nabtesco Corporation (TSE:6268),2020.0,1382.43,,,,,
