Market,Submarket,Device,Year,Region,Market size
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2023,Japan,35.581
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2023,Worldwide,276.25
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2024,Americas,107.25500000000001
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2024,Asia & Oceania (excl. Japan),112.73
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2024,EMEA,54.115
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2024,Japan,40.524
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2024,Worldwide,314.624
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2025,Americas,117.41000000000001
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2025,Asia & Oceania (excl. Japan),123.403
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2025,EMEA,59.239
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2025,Japan,44.36
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2025,Worldwide,344.412
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2026,Americas,126.367
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2026,Asia & Oceania (excl. Japan),132.817
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2026,EMEA,63.758
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2026,Japan,47.745
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2026,Worldwide,370.687
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2027,Americas,131.284
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2027,Asia & Oceania (excl. Japan),137.985
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2027,EMEA,66.239
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2027,Japan,49.602999999999994
Industrial Electronics Categories,Test & Measurement,Analog Application Specific IC,2027,Worldwide,385.111
Industrial Electronics Categories,Test & Measurement,Data Converters,2008,Americas,74.932
Industrial Electronics Categories,Test & Measurement,Data Converters,2008,Asia & Oceania (excl. Japan),50.795
Industrial Electronics Categories,Test & Measurement,Data Converters,2008,EMEA,32.535
Industrial Electronics Categories,Test & Measurement,Data Converters,2008,Japan,37.027
Industrial Electronics Categories,Test & Measurement,Data Converters,2008,Worldwide,195.289
Industrial Electronics Categories,Test & Measurement,Data Converters,2009,Americas,54.124
Industrial Electronics Categories,Test & Measurement,Data Converters,2009,Asia & Oceania (excl. Japan),45.623
Industrial Electronics Categories,Test & Measurement,Data Converters,2009,EMEA,23.551
Industrial Electronics Categories,Test & Measurement,Data Converters,2009,Japan,24.541
Industrial Electronics Categories,Test & Measurement,Data Converters,2009,Worldwide,147.839
Industrial Electronics Categories,Test & Measurement,Data Converters,2010,Americas,92.267
Industrial Electronics Categories,Test & Measurement,Data Converters,2010,Asia & Oceania (excl. Japan),73.671
Industrial Electronics Categories,Test & Measurement,Data Converters,2010,EMEA,36.626
Industrial Electronics Categories,Test & Measurement,Data Converters,2010,Japan,43.744
Industrial Electronics Categories,Test & Measurement,Data Converters,2010,Worldwide,246.308
Industrial Electronics Categories,Test & Measurement,Data Converters,2011,Americas,85.256
Industrial Electronics Categories,Test & Measurement,Data Converters,2011,Asia & Oceania (excl. Japan),68.105
Industrial Electronics Categories,Test & Measurement,Data Converters,2011,EMEA,33.757
Industrial Electronics Categories,Test & Measurement,Data Converters,2011,Japan,40.353
Industrial Electronics Categories,Test & Measurement,Data Converters,2011,Worldwide,227.471
Industrial Electronics Categories,Test & Measurement,Data Converters,2012,Americas,68.764
Industrial Electronics Categories,Test & Measurement,Data Converters,2012,Asia & Oceania (excl. Japan),55.088
Industrial Electronics Categories,Test & Measurement,Data Converters,2012,EMEA,27.352
Industrial Electronics Categories,Test & Measurement,Data Converters,2012,Japan,31.63
Industrial Electronics Categories,Test & Measurement,Data Converters,2012,Worldwide,182.834
Industrial Electronics Categories,Test & Measurement,Data Converters,2013,Americas,69.062
Industrial Electronics Categories,Test & Measurement,Data Converters,2013,Asia & Oceania (excl. Japan),55.442
Industrial Electronics Categories,Test & Measurement,Data Converters,2013,EMEA,28.738
Industrial Electronics Categories,Test & Measurement,Data Converters,2013,Japan,31.565
Industrial Electronics Categories,Test & Measurement,Data Converters,2013,Worldwide,184.807
Industrial Electronics Categories,Test & Measurement,Data Converters,2014,Americas,89.6
Industrial Electronics Categories,Test & Measurement,Data Converters,2014,Asia & Oceania (excl. Japan),77.364
Industrial Electronics Categories,Test & Measurement,Data Converters,2014,EMEA,39.965
Industrial Electronics Categories,Test & Measurement,Data Converters,2014,Japan,39.767
Industrial Electronics Categories,Test & Measurement,Data Converters,2014,Worldwide,246.696
Industrial Electronics Categories,Test & Measurement,Data Converters,2015,Americas,93.072
Industrial Electronics Categories,Test & Measurement,Data Converters,2015,Asia & Oceania (excl. Japan),83.96
Industrial Electronics Categories,Test & Measurement,Data Converters,2015,EMEA,42.499
Industrial Electronics Categories,Test & Measurement,Data Converters,2015,Japan,40.085
Industrial Electronics Categories,Test & Measurement,Data Converters,2015,Worldwide,259.616
Industrial Electronics Categories,Test & Measurement,Data Converters,2016,Americas,116.051
Industrial Electronics Categories,Test & Measurement,Data Converters,2016,Asia & Oceania (excl. Japan),107.981
Industrial Electronics Categories,Test & Measurement,Data Converters,2016,EMEA,54.301
Industrial Electronics Categories,Test & Measurement,Data Converters,2016,Japan,48.387
Industrial Electronics Categories,Test & Measurement,Data Converters,2016,Worldwide,326.72
Industrial Electronics Categories,Test & Measurement,Data Converters,2017,Americas,153.508
Industrial Electronics Categories,Test & Measurement,Data Converters,2017,Asia & Oceania (excl. Japan),145.456
Industrial Electronics Categories,Test & Measurement,Data Converters,2017,EMEA,71.429
Industrial Electronics Categories,Test & Measurement,Data Converters,2017,Japan,62.511
Industrial Electronics Categories,Test & Measurement,Data Converters,2017,Worldwide,432.904
Industrial Electronics Categories,Test & Measurement,Data Converters,2018,Americas,159.826
Industrial Electronics Categories,Test & Measurement,Data Converters,2018,Asia & Oceania (excl. Japan),156.718
Industrial Electronics Categories,Test & Measurement,Data Converters,2018,EMEA,76.782
Industrial Electronics Categories,Test & Measurement,Data Converters,2018,Japan,63.711
Industrial Electronics Categories,Test & Measurement,Data Converters,2018,Worldwide,457.037
Industrial Electronics Categories,Test & Measurement,Data Converters,2019,Americas,147.653
Industrial Electronics Categories,Test & Measurement,Data Converters,2019,Asia & Oceania (excl. Japan),150.653
Industrial Electronics Categories,Test & Measurement,Data Converters,2019,EMEA,72.991
Industrial Electronics Categories,Test & Measurement,Data Converters,2019,Japan,57.304
Industrial Electronics Categories,Test & Measurement,Data Converters,2019,Worldwide,428.601
Industrial Electronics Categories,Test & Measurement,Data Converters,2020,Americas,142.918
Industrial Electronics Categories,Test & Measurement,Data Converters,2020,Asia & Oceania (excl. Japan),150.213
Industrial Electronics Categories,Test & Measurement,Data Converters,2020,EMEA,72.109
Industrial Electronics Categories,Test & Measurement,Data Converters,2020,Japan,53.998
Industrial Electronics Categories,Test & Measurement,Data Converters,2020,Worldwide,419.238
Industrial Electronics Categories,Test & Measurement,Data Converters,2021,Americas,190.035
Industrial Electronics Categories,Test & Measurement,Data Converters,2021,Asia & Oceania (excl. Japan),199.735
Industrial Electronics Categories,Test & Measurement,Data Converters,2021,EMEA,95.882
Industrial Electronics Categories,Test & Measurement,Data Converters,2021,Japan,71.8
Industrial Electronics Categories,Test & Measurement,Data Converters,2021,Worldwide,557.452
Industrial Electronics Categories,Test & Measurement,Data Converters,2022,Americas,213.925
Industrial Electronics Categories,Test & Measurement,Data Converters,2022,Asia & Oceania (excl. Japan),224.844
Industrial Electronics Categories,Test & Measurement,Data Converters,2022,EMEA,107.935
Industrial Electronics Categories,Test & Measurement,Data Converters,2022,Japan,80.826
Industrial Electronics Categories,Test & Measurement,Data Converters,2022,Worldwide,627.53
Industrial Electronics Categories,Test & Measurement,Data Converters,2023,Americas,240.07
Industrial Electronics Categories,Test & Measurement,Data Converters,2023,Asia & Oceania (excl. Japan),252.323
Industrial Electronics Categories,Test & Measurement,Data Converters,2023,EMEA,121.126
Industrial Electronics Categories,Test & Measurement,Data Converters,2023,Japan,90.704
Industrial Electronics Categories,Test & Measurement,Data Converters,2023,Worldwide,704.223
Industrial Electronics Categories,Test & Measurement,Data Converters,2024,Americas,269.483
Industrial Electronics Categories,Test & Measurement,Data Converters,2024,Asia & Oceania (excl. Japan),283.238
Industrial Electronics Categories,Test & Measurement,Data Converters,2024,EMEA,135.967
Industrial Electronics Categories,Test & Measurement,Data Converters,2024,Japan,101.817
Industrial Electronics Categories,Test & Measurement,Data Converters,2024,Worldwide,790.505
Industrial Electronics Categories,Test & Measurement,Data Converters,2025,Americas,292.084
Industrial Electronics Categories,Test & Measurement,Data Converters,2025,Asia & Oceania (excl. Japan),306.993
Industrial Electronics Categories,Test & Measurement,Data Converters,2025,EMEA,147.37
Industrial Electronics Categories,Test & Measurement,Data Converters,2025,Japan,110.356
Industrial Electronics Categories,Test & Measurement,Data Converters,2025,Worldwide,856.803
Industrial Electronics Categories,Test & Measurement,Data Converters,2026,Americas,312.307
Industrial Electronics Categories,Test & Measurement,Data Converters,2026,Asia & Oceania (excl. Japan),328.247
Industrial Electronics Categories,Test & Measurement,Data Converters,2026,EMEA,157.573
Industrial Electronics Categories,Test & Measurement,Data Converters,2026,Japan,117.997
Industrial Electronics Categories,Test & Measurement,Data Converters,2026,Worldwide,916.124
Industrial Electronics Categories,Test & Measurement,Data Converters,2027,Americas,324.459
Industrial Electronics Categories,Test & Measurement,Data Converters,2027,Asia & Oceania (excl. Japan),341.02
Industrial Electronics Categories,Test & Measurement,Data Converters,2027,EMEA,163.705
Industrial Electronics Categories,Test & Measurement,Data Converters,2027,Japan,122.588
Industrial Electronics Categories,Test & Measurement,Data Converters,2027,Worldwide,951.772
Industrial Electronics Categories,Test & Measurement,Interface,2008,Americas,22.612
Industrial Electronics Categories,Test & Measurement,Interface,2008,Asia & Oceania (excl. Japan),15.328
Industrial Electronics Categories,Test & Measurement,Interface,2008,EMEA,9.818
Industrial Electronics Categories,Test & Measurement,Interface,2008,Japan,11.173
Industrial Electronics Categories,Test & Measurement,Interface,2008,Worldwide,58.931
Industrial Electronics Categories,Test & Measurement,Interface,2009,Americas,15.901
Industrial Electronics Categories,Test & Measurement,Interface,2009,Asia & Oceania (excl. Japan),13.404
Industrial Electronics Categories,Test & Measurement,Interface,2009,EMEA,6.919
Industrial Electronics Categories,Test & Measurement,Interface,2009,Japan,7.21
Industrial Electronics Categories,Test & Measurement,Interface,2009,Worldwide,43.434
Industrial Electronics Categories,Test & Measurement,Interface,2010,Americas,38.451
Industrial Electronics Categories,Test & Measurement,Interface,2010,Asia & Oceania (excl. Japan),30.701
Industrial Electronics Categories,Test & Measurement,Interface,2010,EMEA,15.263
Industrial Electronics Categories,Test & Measurement,Interface,2010,Japan,18.23
Industrial Electronics Categories,Test & Measurement,Interface,2010,Worldwide,102.645
Industrial Electronics Categories,Test & Measurement,Interface,2011,Americas,32.274
Industrial Electronics Categories,Test & Measurement,Interface,2011,Asia & Oceania (excl. Japan),25.781
Industrial Electronics Categories,Test & Measurement,Interface,2011,EMEA,12.779
Industrial Electronics Categories,Test & Measurement,Interface,2011,Japan,15.276
Industrial Electronics Categories,Test & Measurement,Interface,2011,Worldwide,86.11
Industrial Electronics Categories,Test & Measurement,Interface,2012,Americas,27.357
Industrial Electronics Categories,Test & Measurement,Interface,2012,Asia & Oceania (excl. Japan),21.916
Industrial Electronics Categories,Test & Measurement,Interface,2012,EMEA,10.882
Industrial Electronics Categories,Test & Measurement,Interface,2012,Japan,12.584
Industrial Electronics Categories,Test & Measurement,Interface,2012,Worldwide,72.739
Industrial Electronics Categories,Test & Measurement,Interface,2013,Americas,31.177
Industrial Electronics Categories,Test & Measurement,Interface,2013,Asia & Oceania (excl. Japan),25.028
Industrial Electronics Categories,Test & Measurement,Interface,2013,EMEA,12.973
Industrial Electronics Categories,Test & Measurement,Interface,2013,Japan,14.249
Industrial Electronics Categories,Test & Measurement,Interface,2013,Worldwide,83.427
Industrial Electronics Categories,Test & Measurement,Interface,2014,Americas,40.763
Industrial Electronics Categories,Test & Measurement,Interface,2014,Asia & Oceania (excl. Japan),35.196
Industrial Electronics Categories,Test & Measurement,Interface,2014,EMEA,18.182
Industrial Electronics Categories,Test & Measurement,Interface,2014,Japan,18.092
Industrial Electronics Categories,Test & Measurement,Interface,2014,Worldwide,112.233
Industrial Electronics Categories,Test & Measurement,Interface,2015,Americas,39.508
Industrial Electronics Categories,Test & Measurement,Interface,2015,Asia & Oceania (excl. Japan),35.64
Industrial Electronics Categories,Test & Measurement,Interface,2015,EMEA,18.04
Industrial Electronics Categories,Test & Measurement,Interface,2015,Japan,17.015
Industrial Electronics Categories,Test & Measurement,Interface,2015,Worldwide,110.203
Industrial Electronics Categories,Test & Measurement,Interface,2016,Americas,46.499
Industrial Electronics Categories,Test & Measurement,Interface,2016,Asia & Oceania (excl. Japan),43.266
Industrial Electronics Categories,Test & Measurement,Interface,2016,EMEA,21.757
Industrial Electronics Categories,Test & Measurement,Interface,2016,Japan,19.388
Industrial Electronics Categories,Test & Measurement,Interface,2016,Worldwide,130.91
Industrial Electronics Categories,Test & Measurement,Interface,2017,Americas,48.609
Industrial Electronics Categories,Test & Measurement,Interface,2017,Asia & Oceania (excl. Japan),46.059
Industrial Electronics Categories,Test & Measurement,Interface,2017,EMEA,22.618
Industrial Electronics Categories,Test & Measurement,Interface,2017,Japan,19.794
Industrial Electronics Categories,Test & Measurement,Interface,2017,Worldwide,137.08
Industrial Electronics Categories,Test & Measurement,Interface,2018,Americas,51.536
Industrial Electronics Categories,Test & Measurement,Interface,2018,Asia & Oceania (excl. Japan),50.534
Industrial Electronics Categories,Test & Measurement,Interface,2018,EMEA,24.759
Industrial Electronics Categories,Test & Measurement,Interface,2018,Japan,20.544
Industrial Electronics Categories,Test & Measurement,Interface,2018,Worldwide,147.373
Industrial Electronics Categories,Test & Measurement,Interface,2019,Americas,47.284
Industrial Electronics Categories,Test & Measurement,Interface,2019,Asia & Oceania (excl. Japan),48.245
Industrial Electronics Categories,Test & Measurement,Interface,2019,EMEA,23.374
Industrial Electronics Categories,Test & Measurement,Interface,2019,Japan,18.351
Industrial Electronics Categories,Test & Measurement,Interface,2019,Worldwide,137.254
Industrial Electronics Categories,Test & Measurement,Interface,2020,Americas,46.703
Industrial Electronics Categories,Test & Measurement,Interface,2020,Asia & Oceania (excl. Japan),49.087
Industrial Electronics Categories,Test & Measurement,Interface,2020,EMEA,23.564
Industrial Electronics Categories,Test & Measurement,Interface,2020,Japan,17.646
Industrial Electronics Categories,Test & Measurement,Interface,2020,Worldwide,137.0
Industrial Electronics Categories,Test & Measurement,Interface,2021,Americas,56.249
Industrial Electronics Categories,Test & Measurement,Interface,2021,Asia & Oceania (excl. Japan),59.12
Industrial Electronics Categories,Test & Measurement,Interface,2021,EMEA,28.38
Industrial Electronics Categories,Test & Measurement,Interface,2021,Japan,21.252
Industrial Electronics Categories,Test & Measurement,Interface,2021,Worldwide,165.001
Industrial Electronics Categories,Test & Measurement,Interface,2022,Americas,63.067
Industrial Electronics Categories,Test & Measurement,Interface,2022,Asia & Oceania (excl. Japan),66.286
Industrial Electronics Categories,Test & Measurement,Interface,2022,EMEA,31.82
Industrial Electronics Categories,Test & Measurement,Interface,2022,Japan,23.828
Industrial Electronics Categories,Test & Measurement,Interface,2022,Worldwide,185.001
Industrial Electronics Categories,Test & Measurement,Interface,2023,Americas,68.18
Industrial Electronics Categories,Test & Measurement,Interface,2023,Asia & Oceania (excl. Japan),71.66
Industrial Electronics Categories,Test & Measurement,Interface,2023,EMEA,34.4
Industrial Electronics Categories,Test & Measurement,Interface,2023,Japan,25.76
Industrial Electronics Categories,Test & Measurement,Interface,2023,Worldwide,200.0
Industrial Electronics Categories,Test & Measurement,Interface,2024,Americas,72.612
Industrial Electronics Categories,Test & Measurement,Interface,2024,Asia & Oceania (excl. Japan),76.318
Industrial Electronics Categories,Test & Measurement,Interface,2024,EMEA,36.636
Industrial Electronics Categories,Test & Measurement,Interface,2024,Japan,27.434
Industrial Electronics Categories,Test & Measurement,Interface,2024,Worldwide,213.0
Industrial Electronics Categories,Test & Measurement,Interface,2025,Americas,76.021
Industrial Electronics Categories,Test & Measurement,Interface,2025,Asia & Oceania (excl. Japan),79.901
Industrial Electronics Categories,Test & Measurement,Interface,2025,EMEA,38.356
Industrial Electronics Categories,Test & Measurement,Interface,2025,Japan,28.722
Industrial Electronics Categories,Test & Measurement,Interface,2025,Worldwide,223.0
Industrial Electronics Categories,Test & Measurement,Interface,2026,Americas,79.089
Industrial Electronics Categories,Test & Measurement,Interface,2026,Asia & Oceania (excl. Japan),83.126
Industrial Electronics Categories,Test & Measurement,Interface,2026,EMEA,39.904
Industrial Electronics Categories,Test & Measurement,Interface,2026,Japan,29.882
Industrial Electronics Categories,Test & Measurement,Interface,2026,Worldwide,232.001
Industrial Electronics Categories,Test & Measurement,Interface,2027,Americas,82.157
Industrial Electronics Categories,Test & Measurement,Interface,2027,Asia & Oceania (excl. Japan),86.35
Industrial Electronics Categories,Test & Measurement,Interface,2027,EMEA,41.452
Industrial Electronics Categories,Test & Measurement,Interface,2027,Japan,31.041
Industrial Electronics Categories,Test & Measurement,Interface,2027,Worldwide,241.0
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2008,Americas,50.523
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2008,Asia & Oceania (excl. Japan),34.248
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2008,EMEA,21.937
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2008,Japan,24.965
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2008,Worldwide,131.673
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2009,Americas,38.842
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2009,Asia & Oceania (excl. Japan),32.741
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2009,EMEA,16.901
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2009,Japan,17.612
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2009,Worldwide,106.096
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2010,Americas,75.72
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2010,Asia & Oceania (excl. Japan),60.459
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2010,EMEA,30.057
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2010,Japan,35.899
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2010,Worldwide,202.135
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2011,Americas,59.864
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2011,Asia & Oceania (excl. Japan),47.821
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2011,EMEA,23.703
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2011,Japan,28.335
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2011,Worldwide,159.723
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2012,Americas,51.301
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2012,Asia & Oceania (excl. Japan),41.098
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2012,EMEA,20.406
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2012,Japan,23.597
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2012,Worldwide,136.402
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2013,Americas,57.233
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2013,Asia & Oceania (excl. Japan),45.946
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2013,EMEA,23.815
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2013,Japan,26.159
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2013,Worldwide,153.153
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2014,Americas,73.184
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2014,Asia & Oceania (excl. Japan),63.19
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2014,EMEA,32.643
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2014,Japan,32.481
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2014,Worldwide,201.498
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2015,Americas,70.571
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2015,Asia & Oceania (excl. Japan),63.661
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2015,EMEA,32.224
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2015,Japan,30.394
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2015,Worldwide,196.85
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2016,Americas,81.071
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2016,Asia & Oceania (excl. Japan),75.434
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2016,EMEA,37.934
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2016,Japan,33.803
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2016,Worldwide,228.242
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2017,Americas,73.317
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2017,Asia & Oceania (excl. Japan),69.472
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2017,EMEA,34.115
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2017,Japan,29.856
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2017,Worldwide,206.76
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2018,Americas,78.279
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2018,Asia & Oceania (excl. Japan),76.757
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2018,EMEA,37.606
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2018,Japan,31.204
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2018,Worldwide,223.846
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2019,Americas,72.513
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2019,Asia & Oceania (excl. Japan),73.986
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2019,EMEA,35.846
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2019,Japan,28.142
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2019,Worldwide,210.487
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2020,Americas,72.377
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2020,Asia & Oceania (excl. Japan),76.071
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2020,EMEA,36.518
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2020,Japan,27.346
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2020,Worldwide,212.312
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2021,Americas,87.179
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2021,Asia & Oceania (excl. Japan),91.629
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2021,EMEA,43.986
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2021,Japan,32.938
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2021,Worldwide,255.732
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2022,Americas,97.189
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2022,Asia & Oceania (excl. Japan),102.15
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2022,EMEA,49.037
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2022,Japan,36.72
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2022,Worldwide,285.096
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2023,Americas,97.97
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2023,Asia & Oceania (excl. Japan),102.971
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2023,EMEA,49.43
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2023,Japan,37.015
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2023,Worldwide,287.386
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2024,Americas,106.742
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2024,Asia & Oceania (excl. Japan),112.19
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2024,EMEA,53.856
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2024,Japan,40.33
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2024,Worldwide,313.118
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2025,Americas,108.904
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2025,Asia & Oceania (excl. Japan),114.463
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2025,EMEA,54.947
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2025,Japan,41.147
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2025,Worldwide,319.461
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2026,Americas,111.595
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2026,Asia & Oceania (excl. Japan),117.291
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2026,EMEA,56.305
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2026,Japan,42.163
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2026,Worldwide,327.354
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2027,Americas,115.937
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2027,Asia & Oceania (excl. Japan),121.855
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2027,EMEA,58.496
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2027,Japan,43.804
Industrial Electronics Categories,Test & Measurement,Voltage Regulator/Reference,2027,Worldwide,340.092
Wired Communications Categories,Broadcast & Streaming Video,Amplifier/Comparator,2008,Americas,2.718
Wired Communications Categories,Broadcast & Streaming Video,Amplifier/Comparator,2008,Asia & Oceania (excl. Japan),2.354
Wired Communications Categories,Broadcast & Streaming Video,Amplifier/Comparator,2008,EMEA,3.902
Wired Communications Categories,Broadcast & Streaming Video,Amplifier/Comparator,2008,Japan,3.186
Wired Communications Categories,Broadcast & Streaming Video,Amplifier/Comparator,2008,Worldwide,12.16
Wired Communications Categories,Broadcast & Streaming Video,Amplifier/Comparator,2009,Americas,2.736
Wired Communications Categories,Broadcast & Streaming Video,Amplifier/Comparator,2009,Asia & Oceania (excl. Japan),2.524
Wired Communications Categories,Broadcast & Streaming Video,Amplifier/Comparator,2009,EMEA,4.127
Wired Communications Categories,Broadcast & Streaming Video,Amplifier/Comparator,2009,Japan,3.171
Wired Communications Categories,Broadcast & Streaming Video,Amplifier/Comparator,2009,Worldwide,12.558
